,Group_Name,Event_ID,Event_URL,Event_Description
0,pick-up-soccer-monthly-membership-group,284636861,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284636861/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle to 678-979-6715, Venmo sent to @Dafire95 or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
1,pick-up-soccer-monthly-membership-group,284817606,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284817606/,"-Free Pick Up-Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.-Reservations will be first come first serve and Events will be posted by 9am the day of.-No slide tackling or fighting"
2,pick-up-soccer-monthly-membership-group,284636795,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284636795/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle or Apple Pay to 678-979-6715, or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
3,pick-up-soccer-monthly-membership-group,284636668,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284636668/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle or Apple Pay to 678-979-6715, Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
4,pick-up-soccer-monthly-membership-group,284731759,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284731759/,"-Free Pick Up-Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.-Reservations will be first come first serve and Events will be posted by 9am the day of.-Teams will rotate every 12 minutes and have a chance to play different teams.-No slide tackling or fighting"
5,pick-up-soccer-monthly-membership-group,284709087,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284709087/,"-Free Pick Up-Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.-Reservations will be first come first serve and Events will be posted by 9am the day of.-Teams will rotate every 12 minutes and have a chance to play different teams.-No slide tackling or fighting"
6,pick-up-soccer-monthly-membership-group,284574370,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284574370/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle to 678-979-6715, Venmo sent to @Dafire95 or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
7,pick-up-soccer-monthly-membership-group,284574367,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284574367/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle to 678-979-6715, Apple Pay to 678-979-6715 or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
8,pick-up-soccer-monthly-membership-group,284574366,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284574366/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle to 678-979-6715, Venmo sent to @Dafire95 or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
9,pick-up-soccer-monthly-membership-group,284574363,www.meetup.com/pick-up-soccer-monthly-membership-group/events/284574363/,"**READ THE RULES AS THEY WILL BE STRICTLY ENFORCED****Pay when you arrive to cover field Rental****Cost has increased by $1 ($3 to $4) to better help with the cost of field reservations and new equipment. The $5 annual fee has also been waived.****\*\*$4 Zelle or Apple Pay to 678-979-6715, or Cash app $dargreen95\*\**** **If you arrive 10+ minutes late YOU ARE NOT GUARANTEED A GAME if RSVP is Full.*** **Games will not start early but we STRONGLY ENCOURAGE everyone to arrive early to pay and get signed in, as this will make starting easier.*** **Games will be 9 vs 9 (max 10 vs 10), we will have three games going on max.*** **If you arrive late DO NOT pick up a penny/walk onto the field and start playing. Ask for an admin and they will determine if there is room or not.*** **Teams will rotate ONLY when an organizer says so.*** **Follow the instructions of the organizer and rotate accordingly.*** **No slide tackling or fighting.*** **CALL YOUR OWN FOULS*** **ONLY the person fouled/the person that fouled them(out of sportsmanship) can call it. Unless one of the persons involved is a minor, no one should call a foul for anyone else.*** **If able, when fouled, immediately YELL foul*** **If someone is on the ground hurt, the game will be paused, so that person can be assisted.*** **RESPECT ALL CALLS, but we encourage everyone to not make calls haphazardly.****Follow the instructions of the organizers AT ALL TIMES. If you have a suggestion on how events can be better, pull an organizer to side and talk to them privately. There WILL NOT be arguments while an organizer is trying to instruct teams on the field.****When you sign up for this event you agree to all the rules of the group as stated above****Violators will be warned and repeat offenders will be banned from the group and future events.**"
